id,name,license_plate,status,status
D_2698,Driver_10,ABC442XYZ,on-duty,on-duty
D_2699,Driver_79,ABC359XYZ,off-duty,off-duty
D_2700,Driver_41,ABC351XYZ,on-duty,on-duty
D_2701,Driver_31,ABC988XYZ,off-duty,off-duty
D_2702,Driver_45,ABC698XYZ,on-duty,on-duty
D_2703,Driver_8,ABC266XYZ,on-duty,on-duty
D_2704,Driver_21,ABC222XYZ,on-duty,on-duty
D_2705,Driver_66,ABC785XYZ,on-duty,on-duty
D_2706,Driver_15,ABC691XYZ,off-duty,off-duty
D_2707,Driver_81,ABC948XYZ,on-duty,on-duty
D_2708,Driver_54,ABC429XYZ,on-duty,on-duty
D_2709,Driver_89,ABC105XYZ,off-duty,off-duty
D_2710,Driver_78,ABC202XYZ,on-duty,on-duty
D_2711,Driver_28,ABC481XYZ,off-duty,off-duty
D_2712,Driver_7,ABC693XYZ,on-duty,on-duty
D_2713,Driver_54,ABC968XYZ,on-duty,on-duty
D_2714,Driver_15,ABC468XYZ,on-duty,on-duty
D_2715,Driver_47,ABC506XYZ,on-duty,on-duty
D_2716,Driver_3,ABC201XYZ,on-duty,on-duty
D_2717,Driver_71,ABC697XYZ,on-duty,on-duty
D_2718,Driver_39,ABC162XYZ,off-duty,off-duty
D_2719,Driver_58,ABC315XYZ,off-duty,off-duty
D_2720,Driver_96,ABC890XYZ,off-duty,off-duty
D_2721,Driver_95,ABC228XYZ,available,available
D_2722,Driver_60,ABC152XYZ,off-duty,off-duty
D_2723,Driver_55,ABC334XYZ,on-duty,on-duty
D_2724,Driver_6,ABC124XYZ,on-duty,on-duty
D_2725,Driver_74,ABC110XYZ,off-duty,off-duty
D_2726,Driver_14,ABC663XYZ,available,available
D_2727,Driver_68,ABC620XYZ,on-duty,on-duty
D_2728,Driver_65,ABC556XYZ,on-duty,on-duty
D_2729,Driver_83,ABC462XYZ,off-duty,off-duty
D_2730,Driver_58,ABC340XYZ,off-duty,off-duty
D_2731,Driver_9,ABC116XYZ,on-duty,on-duty
D_2732,Driver_33,ABC461XYZ,on-duty,on-duty
D_2733,Driver_97,ABC189XYZ,off-duty,off-duty
D_2734,Driver_19,ABC564XYZ,available,available
D_2735,Driver_64,ABC730XYZ,on-duty,on-duty
D_2736,Driver_93,ABC595XYZ,off-duty,off-duty
D_2737,Driver_85,ABC650XYZ,available,available
D_2738,Driver_21,ABC521XYZ,on-duty,on-duty
D_2739,Driver_92,ABC420XYZ,available,available
D_2740,Driver_86,ABC773XYZ,off-duty,off-duty
D_2741,Driver_100,ABC936XYZ,on-duty,on-duty
D_2742,Driver_11,ABC339XYZ,available,available
D_2743,Driver_76,ABC568XYZ,on-duty,on-duty
D_2744,Driver_13,ABC680XYZ,off-duty,off-duty
D_2745,Driver_62,ABC665XYZ,on-duty,on-duty
D_2746,Driver_49,ABC271XYZ,off-duty,off-duty
D_2747,Driver_39,ABC431XYZ,available,available
D_2748,Driver_1,ABC142XYZ,off-duty,off-duty
D_2749,Driver_100,ABC805XYZ,off-duty,off-duty
D_2750,Driver_38,ABC125XYZ,on-duty,on-duty
D_2751,Driver_83,ABC686XYZ,available,available
D_2752,Driver_97,ABC918XYZ,available,available
D_2753,Driver_79,ABC254XYZ,on-duty,on-duty
D_2754,Driver_59,ABC962XYZ,off-duty,off-duty
D_2755,Driver_98,ABC137XYZ,on-duty,on-duty
D_2756,Driver_29,ABC104XYZ,on-duty,on-duty
D_2757,Driver_17,ABC439XYZ,on-duty,on-duty
D_2758,Driver_20,ABC854XYZ,available,available
D_2759,Driver_81,ABC631XYZ,off-duty,off-duty
D_2760,Driver_90,ABC254XYZ,off-duty,off-duty
D_2761,Driver_24,ABC981XYZ,available,available
D_2762,Driver_42,ABC350XYZ,available,available
D_2763,Driver_69,ABC409XYZ,available,available
D_2764,Driver_24,ABC426XYZ,available,available
D_2765,Driver_57,ABC335XYZ,off-duty,off-duty
D_2766,Driver_32,ABC260XYZ,on-duty,on-duty
D_2767,Driver_53,ABC684XYZ,available,available
D_2768,Driver_26,ABC114XYZ,available,available
D_2769,Driver_28,ABC562XYZ,on-duty,on-duty
D_2770,Driver_2,ABC312XYZ,on-duty,on-duty
D_2771,Driver_71,ABC896XYZ,on-duty,on-duty
D_2772,Driver_52,ABC703XYZ,available,available
D_2773,Driver_38,ABC522XYZ,available,available
D_2774,Driver_53,ABC133XYZ,available,available
D_2775,Driver_9,ABC452XYZ,available,available
D_2776,Driver_60,ABC742XYZ,available,available
D_2777,Driver_29,ABC714XYZ,available,available
D_2778,Driver_77,ABC464XYZ,available,available
D_2779,Driver_24,ABC736XYZ,available,available
D_2780,Driver_78,ABC596XYZ,available,available
D_2781,Driver_70,ABC695XYZ,available,available
D_2782,Driver_89,ABC356XYZ,available,available
D_2783,Driver_86,ABC585XYZ,off-duty,off-duty
D_2784,Driver_84,ABC763XYZ,on-duty,on-duty
D_2785,Driver_21,ABC779XYZ,off-duty,off-duty
D_2786,Driver_75,ABC358XYZ,off-duty,off-duty
D_2787,Driver_60,ABC952XYZ,available,available
D_2788,Driver_65,ABC422XYZ,available,available
D_2789,Driver_56,ABC619XYZ,off-duty,off-duty
D_2790,Driver_56,ABC745XYZ,on-duty,on-duty
D_2791,Driver_77,ABC946XYZ,on-duty,on-duty
D_2792,Driver_22,ABC650XYZ,off-duty,off-duty
D_2793,Driver_66,ABC890XYZ,off-duty,off-duty
D_2794,Driver_16,ABC549XYZ,on-duty,on-duty
D_2795,Driver_75,ABC695XYZ,on-duty,on-duty
D_2796,Driver_62,ABC134XYZ,off-duty,off-duty
D_2797,Driver_85,ABC852XYZ,available,available
D_2798,Driver_54,ABC618XYZ,off-duty,off-duty
D_2799,Driver_83,ABC471XYZ,on-duty,on-duty
D_2800,Driver_87,ABC591XYZ,available,available
D_2801,Driver_55,ABC377XYZ,on-duty,on-duty
D_2802,Driver_96,ABC999XYZ,off-duty,off-duty
D_2803,Driver_8,ABC424XYZ,off-duty,off-duty
D_2804,Driver_91,ABC568XYZ,off-duty,off-duty
D_2805,Driver_32,ABC827XYZ,on-duty,on-duty
D_2806,Driver_6,ABC421XYZ,available,available
D_2807,Driver_26,ABC684XYZ,available,available
D_2808,Driver_48,ABC522XYZ,on-duty,on-duty
D_2809,Driver_6,ABC553XYZ,off-duty,off-duty
D_2810,Driver_55,ABC176XYZ,off-duty,off-duty
D_2811,Driver_69,ABC469XYZ,off-duty,off-duty
D_2812,Driver_85,ABC452XYZ,off-duty,off-duty
D_2813,Driver_86,ABC878XYZ,on-duty,on-duty
D_2814,Driver_40,ABC757XYZ,off-duty,off-duty
D_2815,Driver_59,ABC106XYZ,off-duty,off-duty
D_2816,Driver_75,ABC956XYZ,off-duty,off-duty
D_2817,Driver_38,ABC323XYZ,available,available
D_2818,Driver_83,ABC972XYZ,off-duty,off-duty
D_2819,Driver_79,ABC707XYZ,available,available
D_2820,Driver_24,ABC568XYZ,on-duty,on-duty
D_2821,Driver_53,ABC486XYZ,off-duty,off-duty
D_2822,Driver_88,ABC433XYZ,off-duty,off-duty
D_2823,Driver_80,ABC881XYZ,available,available
D_2824,Driver_77,ABC247XYZ,available,available
D_2825,Driver_9,ABC169XYZ,on-duty,on-duty
D_2826,Driver_97,ABC846XYZ,available,available
D_2827,Driver_47,ABC143XYZ,off-duty,off-duty
D_2828,Driver_34,ABC435XYZ,available,available
D_2829,Driver_32,ABC887XYZ,off-duty,off-duty
D_2830,Driver_58,ABC867XYZ,available,available
D_2831,Driver_54,ABC713XYZ,on-duty,on-duty
D_2832,Driver_71,ABC920XYZ,off-duty,off-duty
D_2833,Driver_61,ABC322XYZ,available,available
D_2834,Driver_46,ABC626XYZ,on-duty,on-duty
D_2835,Driver_48,ABC937XYZ,available,available
D_2836,Driver_7,ABC430XYZ,off-duty,off-duty
D_2837,Driver_97,ABC312XYZ,on-duty,on-duty
D_2838,Driver_14,ABC632XYZ,on-duty,on-duty
D_2839,Driver_12,ABC948XYZ,available,available
D_2840,Driver_37,ABC234XYZ,on-duty,on-duty
D_2841,Driver_49,ABC206XYZ,available,available
D_2842,Driver_5,ABC747XYZ,off-duty,off-duty
D_2843,Driver_99,ABC696XYZ,off-duty,off-duty
D_2844,Driver_11,ABC657XYZ,available,available
D_2845,Driver_70,ABC598XYZ,off-duty,off-duty
D_2846,Driver_16,ABC877XYZ,available,available
D_2847,Driver_16,ABC305XYZ,on-duty,on-duty
D_2848,Driver_47,ABC208XYZ,on-duty,on-duty
D_2849,Driver_16,ABC953XYZ,available,available
D_2850,Driver_59,ABC232XYZ,available,available
D_2851,Driver_49,ABC642XYZ,on-duty,on-duty
D_2852,Driver_37,ABC922XYZ,off-duty,off-duty
D_2853,Driver_84,ABC732XYZ,available,available
D_2854,Driver_100,ABC456XYZ,available,available
D_2855,Driver_25,ABC949XYZ,on-duty,on-duty
D_2856,Driver_62,ABC263XYZ,on-duty,on-duty
D_2857,Driver_57,ABC878XYZ,available,available
D_2858,Driver_60,ABC933XYZ,off-duty,off-duty
D_2859,Driver_31,ABC177XYZ,available,available
D_2860,Driver_11,ABC956XYZ,available,available
D_2861,Driver_5,ABC502XYZ,off-duty,off-duty
D_2862,Driver_43,ABC181XYZ,available,available
D_2863,Driver_99,ABC818XYZ,off-duty,off-duty
D_2864,Driver_42,ABC886XYZ,on-duty,on-duty
D_2865,Driver_85,ABC502XYZ,available,available
D_2866,Driver_46,ABC279XYZ,available,available
D_2867,Driver_36,ABC820XYZ,available,available
D_2868,Driver_89,ABC530XYZ,on-duty,on-duty
D_2869,Driver_60,ABC399XYZ,available,available
D_2870,Driver_80,ABC412XYZ,on-duty,on-duty
D_2871,Driver_45,ABC377XYZ,available,available
D_2872,Driver_92,ABC490XYZ,off-duty,off-duty
D_2873,Driver_36,ABC205XYZ,on-duty,on-duty
D_2874,Driver_99,ABC290XYZ,off-duty,off-duty
D_2875,Driver_69,ABC605XYZ,available,available
D_2876,Driver_56,ABC490XYZ,available,available
D_2877,Driver_48,ABC870XYZ,off-duty,off-duty
D_2878,Driver_1,ABC924XYZ,on-duty,on-duty
D_2879,Driver_84,ABC197XYZ,off-duty,off-duty
D_2880,Driver_31,ABC971XYZ,available,available
D_2881,Driver_35,ABC510XYZ,available,available
D_2882,Driver_4,ABC259XYZ,on-duty,on-duty
D_2883,Driver_88,ABC825XYZ,off-duty,off-duty
D_2884,Driver_51,ABC660XYZ,on-duty,on-duty
D_2885,Driver_37,ABC779XYZ,on-duty,on-duty
D_2886,Driver_27,ABC905XYZ,off-duty,off-duty
D_2887,Driver_46,ABC532XYZ,available,available
D_2888,Driver_19,ABC816XYZ,on-duty,on-duty
D_2889,Driver_45,ABC600XYZ,off-duty,off-duty
D_2890,Driver_69,ABC276XYZ,on-duty,on-duty
D_2891,Driver_52,ABC176XYZ,off-duty,off-duty
D_2892,Driver_26,ABC980XYZ,available,available
D_2893,Driver_38,ABC297XYZ,on-duty,on-duty
D_2894,Driver_60,ABC605XYZ,available,available
D_2895,Driver_68,ABC884XYZ,off-duty,off-duty
D_2896,Driver_53,ABC370XYZ,available,available
D_2897,Driver_33,ABC961XYZ,off-duty,off-duty
D_2898,Driver_17,ABC778XYZ,available,available
D_2899,Driver_51,ABC944XYZ,off-duty,off-duty
D_2900,Driver_16,ABC219XYZ,available,available
D_2901,Driver_6,ABC345XYZ,off-duty,off-duty
D_2902,Driver_48,ABC661XYZ,available,available
D_2903,Driver_25,ABC255XYZ,available,available
D_2904,Driver_37,ABC561XYZ,off-duty,off-duty
D_2905,Driver_80,ABC819XYZ,on-duty,on-duty
D_2906,Driver_61,ABC746XYZ,on-duty,on-duty
D_2907,Driver_52,ABC699XYZ,available,available
D_2908,Driver_27,ABC122XYZ,available,available
D_2909,Driver_18,ABC760XYZ,off-duty,off-duty
D_2910,Driver_20,ABC858XYZ,available,available
D_2911,Driver_86,ABC206XYZ,on-duty,on-duty
D_2912,Driver_50,ABC802XYZ,off-duty,off-duty
D_2913,Driver_59,ABC755XYZ,off-duty,off-duty
D_2914,Driver_62,ABC831XYZ,off-duty,off-duty
D_2915,Driver_15,ABC418XYZ,off-duty,off-duty
D_2916,Driver_81,ABC899XYZ,off-duty,off-duty
D_2917,Driver_44,ABC611XYZ,off-duty,off-duty
D_2918,Driver_78,ABC685XYZ,available,available
D_2919,Driver_22,ABC327XYZ,off-duty,off-duty
D_2920,Driver_45,ABC854XYZ,on-duty,on-duty
D_2921,Driver_71,ABC503XYZ,on-duty,on-duty
D_2922,Driver_93,ABC793XYZ,on-duty,on-duty
D_2923,Driver_12,ABC171XYZ,off-duty,off-duty
D_2924,Driver_75,ABC107XYZ,available,available
D_2925,Driver_99,ABC403XYZ,off-duty,off-duty
D_2926,Driver_46,ABC771XYZ,available,available
D_2927,Driver_43,ABC462XYZ,on-duty,on-duty
D_2928,Driver_20,ABC118XYZ,on-duty,on-duty
D_2929,Driver_87,ABC206XYZ,on-duty,on-duty
D_2930,Driver_8,ABC846XYZ,available,available
D_2931,Driver_52,ABC236XYZ,on-duty,on-duty
D_2932,Driver_28,ABC181XYZ,available,available
D_2933,Driver_1,ABC864XYZ,on-duty,on-duty
D_2934,Driver_28,ABC321XYZ,on-duty,on-duty
D_2935,Driver_8,ABC293XYZ,off-duty,off-duty
D_2936,Driver_68,ABC960XYZ,off-duty,off-duty
D_2937,Driver_5,ABC188XYZ,on-duty,on-duty
D_2938,Driver_20,ABC559XYZ,on-duty,on-duty
D_2939,Driver_63,ABC944XYZ,on-duty,on-duty
D_2940,Driver_62,ABC699XYZ,on-duty,on-duty
D_2941,Driver_65,ABC910XYZ,on-duty,on-duty
D_2942,Driver_97,ABC166XYZ,off-duty,off-duty
D_2943,Driver_92,ABC441XYZ,available,available
D_2944,Driver_11,ABC285XYZ,available,available
D_2945,Driver_42,ABC249XYZ,available,available
D_2946,Driver_83,ABC833XYZ,available,available
D_2947,Driver_41,ABC165XYZ,available,available
D_2948,Driver_17,ABC710XYZ,on-duty,on-duty
D_2949,Driver_39,ABC480XYZ,on-duty,on-duty
D_2950,Driver_32,ABC228XYZ,on-duty,on-duty
D_2951,Driver_89,ABC547XYZ,on-duty,on-duty
D_2952,Driver_95,ABC485XYZ,available,available
D_2953,Driver_24,ABC209XYZ,off-duty,off-duty
D_2954,Driver_49,ABC281XYZ,on-duty,on-duty
D_2955,Driver_99,ABC679XYZ,on-duty,on-duty
D_2956,Driver_38,ABC857XYZ,available,available
D_2957,Driver_34,ABC710XYZ,available,available
D_2958,Driver_24,ABC148XYZ,available,available
D_2959,Driver_11,ABC763XYZ,available,available
D_2960,Driver_54,ABC360XYZ,available,available
D_2961,Driver_21,ABC980XYZ,off-duty,off-duty
D_2962,Driver_3,ABC706XYZ,on-duty,on-duty
D_2963,Driver_44,ABC486XYZ,off-duty,off-duty
D_2964,Driver_53,ABC944XYZ,on-duty,on-duty
D_2965,Driver_56,ABC900XYZ,on-duty,on-duty
D_2966,Driver_34,ABC210XYZ,on-duty,on-duty
D_2967,Driver_61,ABC261XYZ,off-duty,off-duty
D_2968,Driver_72,ABC285XYZ,off-duty,off-duty
D_2969,Driver_53,ABC164XYZ,available,available
D_2970,Driver_96,ABC970XYZ,off-duty,off-duty
D_2971,Driver_46,ABC146XYZ,off-duty,off-duty
D_2972,Driver_12,ABC414XYZ,off-duty,off-duty
D_2973,Driver_15,ABC631XYZ,on-duty,on-duty
D_2974,Driver_25,ABC163XYZ,available,available
D_2975,Driver_22,ABC242XYZ,off-duty,off-duty
D_2976,Driver_57,ABC858XYZ,off-duty,off-duty
D_2977,Driver_29,ABC793XYZ,available,available
D_2978,Driver_13,ABC891XYZ,available,available
D_2979,Driver_38,ABC892XYZ,off-duty,off-duty
D_2980,Driver_19,ABC110XYZ,available,available
D_2981,Driver_82,ABC782XYZ,on-duty,on-duty
D_2982,Driver_4,ABC167XYZ,on-duty,on-duty
D_2983,Driver_99,ABC923XYZ,on-duty,on-duty
D_2984,Driver_43,ABC984XYZ,off-duty,off-duty
D_2985,Driver_6,ABC742XYZ,off-duty,off-duty
D_2986,Driver_52,ABC637XYZ,available,available
D_2987,Driver_25,ABC351XYZ,off-duty,off-duty
D_2988,Driver_35,ABC185XYZ,on-duty,on-duty
D_2989,Driver_8,ABC916XYZ,available,available
D_2990,Driver_21,ABC882XYZ,on-duty,on-duty
D_2991,Driver_57,ABC314XYZ,available,available
D_2992,Driver_21,ABC350XYZ,available,available
D_2993,Driver_22,ABC334XYZ,on-duty,on-duty
D_2994,Driver_65,ABC413XYZ,off-duty,off-duty
D_2995,Driver_99,ABC645XYZ,on-duty,on-duty
D_2996,Driver_23,ABC179XYZ,on-duty,on-duty
D_2997,Driver_94,ABC183XYZ,on-duty,on-duty
D_2998,Driver_14,ABC925XYZ,off-duty,off-duty
D_2999,Driver_72,ABC558XYZ,available,available
D_3000,Driver_56,ABC299XYZ,available,available
D_3001,Driver_68,ABC441XYZ,on-duty,on-duty
D_3002,Driver_28,ABC949XYZ,available,available
D_3003,Driver_7,ABC285XYZ,available,available
D_3004,Driver_17,ABC607XYZ,on-duty,on-duty
D_3005,Driver_9,ABC500XYZ,on-duty,on-duty
D_3006,Driver_30,ABC551XYZ,available,available
D_3007,Driver_57,ABC402XYZ,available,available
D_3008,Driver_62,ABC185XYZ,available,available
D_3009,Driver_82,ABC627XYZ,available,available
D_3010,Driver_96,ABC278XYZ,available,available
D_3011,Driver_58,ABC388XYZ,available,available
D_3012,Driver_36,ABC839XYZ,available,available
D_3013,Driver_40,ABC243XYZ,off-duty,off-duty
D_3014,Driver_48,ABC634XYZ,on-duty,on-duty
D_3015,Driver_76,ABC303XYZ,on-duty,on-duty
D_3016,Driver_50,ABC829XYZ,available,available
D_3017,Driver_26,ABC269XYZ,available,available
D_3018,Driver_37,ABC539XYZ,available,available
D_3019,Driver_9,ABC940XYZ,available,available
D_3020,Driver_24,ABC926XYZ,available,available
D_3021,Driver_79,ABC808XYZ,available,available
D_3022,Driver_19,ABC215XYZ,available,available
D_3023,Driver_83,ABC942XYZ,on-duty,on-duty
D_3024,Driver_27,ABC892XYZ,off-duty,off-duty
D_3025,Driver_49,ABC698XYZ,on-duty,on-duty
D_3026,Driver_92,ABC655XYZ,available,available
D_3027,Driver_72,ABC301XYZ,on-duty,on-duty
D_3028,Driver_83,ABC438XYZ,off-duty,off-duty
D_3029,Driver_92,ABC721XYZ,available,available
D_3030,Driver_70,ABC690XYZ,off-duty,off-duty
D_3031,Driver_90,ABC104XYZ,on-duty,on-duty
D_3032,Driver_63,ABC180XYZ,on-duty,on-duty
D_3033,Driver_20,ABC304XYZ,available,available
D_3034,Driver_92,ABC779XYZ,on-duty,on-duty
D_3035,Driver_27,ABC954XYZ,available,available
D_3036,Driver_91,ABC257XYZ,on-duty,on-duty
D_3037,Driver_60,ABC230XYZ,available,available
D_3038,Driver_45,ABC650XYZ,available,available
D_3039,Driver_94,ABC332XYZ,on-duty,on-duty
D_3040,Driver_31,ABC870XYZ,available,available
D_3041,Driver_21,ABC825XYZ,on-duty,on-duty
D_3042,Driver_91,ABC177XYZ,off-duty,off-duty
D_3043,Driver_49,ABC858XYZ,off-duty,off-duty
D_3044,Driver_27,ABC719XYZ,available,available
D_3045,Driver_70,ABC486XYZ,off-duty,off-duty
D_3046,Driver_70,ABC937XYZ,available,available
D_3047,Driver_14,ABC193XYZ,off-duty,off-duty
D_3048,Driver_8,ABC641XYZ,on-duty,on-duty
D_3049,Driver_70,ABC699XYZ,on-duty,on-duty
D_3050,Driver_86,ABC281XYZ,on-duty,on-duty
D_3051,Driver_86,ABC590XYZ,available,available
D_3052,Driver_90,ABC376XYZ,available,available
D_3053,Driver_49,ABC152XYZ,available,available
D_3054,Driver_58,ABC237XYZ,available,available
D_3055,Driver_13,ABC279XYZ,off-duty,off-duty
D_3056,Driver_35,ABC422XYZ,on-duty,on-duty
D_3057,Driver_30,ABC184XYZ,off-duty,off-duty
D_3058,Driver_23,ABC570XYZ,off-duty,off-duty
D_3059,Driver_40,ABC434XYZ,available,available
D_3060,Driver_14,ABC211XYZ,off-duty,off-duty
D_3061,Driver_27,ABC211XYZ,available,available
D_3062,Driver_8,ABC266XYZ,available,available
D_3063,Driver_40,ABC988XYZ,off-duty,off-duty
D_3064,Driver_96,ABC374XYZ,on-duty,on-duty
D_3065,Driver_96,ABC870XYZ,available,available
D_3066,Driver_67,ABC781XYZ,on-duty,on-duty
D_3067,Driver_23,ABC882XYZ,available,available
D_3068,Driver_93,ABC644XYZ,off-duty,off-duty
D_3069,Driver_63,ABC857XYZ,on-duty,on-duty
D_3070,Driver_4,ABC314XYZ,off-duty,off-duty
D_3071,Driver_6,ABC404XYZ,on-duty,on-duty
D_3072,Driver_4,ABC519XYZ,off-duty,off-duty
D_3073,Driver_47,ABC368XYZ,available,available
D_3074,Driver_64,ABC699XYZ,available,available
D_3075,Driver_33,ABC186XYZ,available,available
D_3076,Driver_18,ABC976XYZ,available,available
D_3077,Driver_19,ABC285XYZ,available,available
D_3078,Driver_100,ABC743XYZ,off-duty,off-duty
D_3079,Driver_73,ABC688XYZ,on-duty,on-duty
D_3080,Driver_94,ABC313XYZ,off-duty,off-duty
D_3081,Driver_72,ABC256XYZ,on-duty,on-duty
D_3082,Driver_79,ABC466XYZ,off-duty,off-duty
D_3083,Driver_69,ABC275XYZ,on-duty,on-duty
D_3084,Driver_87,ABC714XYZ,on-duty,on-duty
D_3085,Driver_16,ABC225XYZ,on-duty,on-duty
D_3086,Driver_93,ABC978XYZ,on-duty,on-duty
D_3087,Driver_16,ABC340XYZ,off-duty,off-duty
D_3088,Driver_36,ABC177XYZ,on-duty,on-duty
D_3089,Driver_75,ABC347XYZ,off-duty,off-duty
D_3090,Driver_20,ABC922XYZ,available,available
D_3091,Driver_27,ABC332XYZ,on-duty,on-duty
D_3092,Driver_44,ABC226XYZ,on-duty,on-duty
D_3093,Driver_42,ABC799XYZ,on-duty,on-duty
D_3094,Driver_100,ABC516XYZ,off-duty,off-duty
D_3095,Driver_39,ABC800XYZ,on-duty,on-duty
D_3096,Driver_28,ABC569XYZ,on-duty,on-duty
D_3097,Driver_27,ABC964XYZ,off-duty,off-duty
D_3098,Driver_82,ABC911XYZ,off-duty,off-duty
D_3099,Driver_22,ABC542XYZ,available,available
D_3100,Driver_44,ABC181XYZ,on-duty,on-duty
D_3101,Driver_43,ABC949XYZ,on-duty,on-duty
D_3102,Driver_22,ABC659XYZ,available,available
D_3103,Driver_76,ABC775XYZ,available,available
D_3104,Driver_56,ABC387XYZ,on-duty,on-duty
D_3105,Driver_66,ABC672XYZ,off-duty,off-duty
D_3106,Driver_80,ABC491XYZ,off-duty,off-duty
D_3107,Driver_56,ABC980XYZ,available,available
D_3108,Driver_19,ABC850XYZ,on-duty,on-duty
D_3109,Driver_52,ABC355XYZ,on-duty,on-duty
D_3110,Driver_22,ABC435XYZ,on-duty,on-duty
D_3111,Driver_37,ABC626XYZ,on-duty,on-duty
D_3112,Driver_65,ABC654XYZ,on-duty,on-duty
D_3113,Driver_8,ABC705XYZ,off-duty,off-duty
D_3114,Driver_63,ABC669XYZ,off-duty,off-duty
D_3115,Driver_1,ABC415XYZ,on-duty,on-duty
D_3116,Driver_56,ABC900XYZ,available,available
D_3117,Driver_58,ABC293XYZ,off-duty,off-duty
D_3118,Driver_31,ABC300XYZ,off-duty,off-duty
D_3119,Driver_92,ABC576XYZ,off-duty,off-duty
D_3120,Driver_80,ABC187XYZ,on-duty,on-duty
D_3121,Driver_87,ABC635XYZ,off-duty,off-duty
D_3122,Driver_16,ABC858XYZ,off-duty,off-duty
D_3123,Driver_40,ABC531XYZ,available,available
D_3124,Driver_69,ABC909XYZ,available,available
D_3125,Driver_40,ABC425XYZ,available,available
D_3126,Driver_50,ABC622XYZ,on-duty,on-duty
D_3127,Driver_96,ABC265XYZ,off-duty,off-duty
D_3128,Driver_68,ABC500XYZ,off-duty,off-duty
D_3129,Driver_30,ABC325XYZ,off-duty,off-duty
D_3130,Driver_39,ABC446XYZ,off-duty,off-duty
D_3131,Driver_32,ABC250XYZ,available,available
D_3132,Driver_20,ABC489XYZ,off-duty,off-duty
D_3133,Driver_46,ABC767XYZ,available,available
D_3134,Driver_33,ABC239XYZ,on-duty,on-duty
D_3135,Driver_21,ABC566XYZ,available,available
D_3136,Driver_22,ABC779XYZ,available,available
D_3137,Driver_20,ABC109XYZ,off-duty,off-duty
D_3138,Driver_5,ABC527XYZ,on-duty,on-duty
D_3139,Driver_42,ABC189XYZ,available,available
D_3140,Driver_15,ABC843XYZ,on-duty,on-duty
D_3141,Driver_31,ABC609XYZ,available,available
D_3142,Driver_61,ABC674XYZ,off-duty,off-duty
D_3143,Driver_64,ABC948XYZ,available,available
D_3144,Driver_31,ABC744XYZ,on-duty,on-duty
D_3145,Driver_12,ABC743XYZ,on-duty,on-duty
D_3146,Driver_82,ABC405XYZ,available,available
D_3147,Driver_60,ABC419XYZ,available,available
D_3148,Driver_26,ABC950XYZ,on-duty,on-duty
D_3149,Driver_7,ABC982XYZ,on-duty,on-duty
D_3150,Driver_93,ABC714XYZ,available,available
D_3151,Driver_97,ABC555XYZ,available,available
D_3152,Driver_84,ABC520XYZ,off-duty,off-duty
D_3153,Driver_56,ABC249XYZ,off-duty,off-duty
D_3154,Driver_8,ABC459XYZ,off-duty,off-duty
D_3155,Driver_66,ABC182XYZ,off-duty,off-duty
D_3156,Driver_80,ABC689XYZ,off-duty,off-duty
D_3157,Driver_66,ABC179XYZ,off-duty,off-duty
D_3158,Driver_54,ABC889XYZ,off-duty,off-duty
D_3159,Driver_60,ABC115XYZ,on-duty,on-duty
D_3160,Driver_91,ABC216XYZ,available,available
D_3161,Driver_67,ABC812XYZ,on-duty,on-duty
D_3162,Driver_43,ABC641XYZ,on-duty,on-duty
D_3163,Driver_89,ABC761XYZ,on-duty,on-duty
D_3164,Driver_61,ABC711XYZ,on-duty,on-duty
D_3165,Driver_61,ABC888XYZ,off-duty,off-duty
D_3166,Driver_35,ABC468XYZ,off-duty,off-duty
D_3167,Driver_92,ABC410XYZ,available,available
D_3168,Driver_68,ABC299XYZ,on-duty,on-duty
D_3169,Driver_65,ABC649XYZ,on-duty,on-duty
D_3170,Driver_35,ABC282XYZ,available,available
D_3171,Driver_48,ABC641XYZ,available,available
D_3172,Driver_23,ABC929XYZ,on-duty,on-duty
D_3173,Driver_4,ABC840XYZ,on-duty,on-duty
D_3174,Driver_41,ABC856XYZ,off-duty,off-duty
D_3175,Driver_32,ABC820XYZ,off-duty,off-duty
D_3176,Driver_64,ABC331XYZ,available,available
D_3177,Driver_86,ABC715XYZ,off-duty,off-duty
D_3178,Driver_26,ABC801XYZ,off-duty,off-duty
D_3179,Driver_79,ABC227XYZ,available,available
D_3180,Driver_67,ABC133XYZ,on-duty,on-duty
D_3181,Driver_21,ABC282XYZ,off-duty,off-duty
D_3182,Driver_94,ABC839XYZ,off-duty,off-duty
D_3183,Driver_70,ABC347XYZ,available,available
D_3184,Driver_38,ABC276XYZ,available,available
D_3185,Driver_72,ABC856XYZ,on-duty,on-duty
D_3186,Driver_34,ABC250XYZ,off-duty,off-duty
D_3187,Driver_79,ABC260XYZ,available,available
D_3188,Driver_75,ABC879XYZ,available,available
D_3189,Driver_9,ABC632XYZ,on-duty,on-duty
D_3190,Driver_100,ABC754XYZ,on-duty,on-duty
D_3191,Driver_6,ABC302XYZ,available,available
D_3192,Driver_96,ABC203XYZ,on-duty,on-duty
D_3193,Driver_58,ABC228XYZ,on-duty,on-duty
D_3194,Driver_91,ABC618XYZ,available,available
D_3195,Driver_37,ABC699XYZ,on-duty,on-duty
D_3196,Driver_90,ABC224XYZ,off-duty,off-duty
D_3197,Driver_24,ABC597XYZ,on-duty,on-duty
