id,status,order_id,product,quantity,status
O_1616,pending,7920,Product_13,4,pending
O_1617,shipped,5491,Product_9,9,shipped
O_1618,shipped,3773,Product_18,10,shipped
O_1619,pending,6991,Product_18,5,pending
O_1620,shipped,9143,Product_16,4,shipped
O_1621,shipped,7084,Product_13,7,shipped
O_1622,pending,2797,Product_11,8,pending
O_1623,delivered,7530,Product_10,5,delivered
O_1624,delivered,1239,Product_6,9,delivered
O_1625,shipped,5123,Product_1,9,shipped
O_1626,pending,8605,Product_5,8,pending
O_1627,delivered,4351,Product_14,6,delivered
O_1628,pending,8905,Product_5,3,pending
O_1629,pending,4739,Product_2,5,pending
O_1630,shipped,3818,Product_5,3,shipped
O_1631,shipped,7673,Product_11,3,shipped
O_1632,delivered,5078,Product_5,3,delivered
O_1633,shipped,9396,Product_8,9,shipped
O_1634,shipped,1555,Product_6,2,shipped
O_1635,shipped,9547,Product_13,3,shipped
O_1636,pending,5316,Product_7,3,pending
O_1637,pending,3359,Product_2,10,pending
O_1638,pending,8793,Product_12,2,pending
O_1639,pending,7858,Product_20,1,pending
O_1640,shipped,1702,Product_4,4,shipped
O_1641,delivered,3015,Product_4,7,delivered
O_1642,shipped,7326,Product_14,4,shipped
O_1643,delivered,6793,Product_19,10,delivered
O_1644,shipped,6070,Product_18,5,shipped
O_1645,pending,4020,Product_12,10,pending
O_1646,shipped,8492,Product_12,5,shipped
O_1647,pending,5080,Product_2,7,pending
O_1648,shipped,4649,Product_13,2,shipped
O_1649,shipped,5613,Product_19,9,shipped
O_1650,shipped,8802,Product_9,1,shipped
O_1651,delivered,2051,Product_14,9,delivered
O_1652,pending,5999,Product_13,10,pending
O_1653,pending,8468,Product_3,1,pending
O_1654,delivered,6989,Product_20,10,delivered
O_1655,delivered,9298,Product_12,10,delivered
O_1656,delivered,8164,Product_19,5,delivered
O_1657,pending,7116,Product_6,7,pending
O_1658,delivered,1528,Product_3,9,delivered
O_1659,shipped,2305,Product_8,6,shipped
O_1660,pending,4160,Product_15,7,pending
O_1661,delivered,3100,Product_9,7,delivered
O_1662,delivered,9998,Product_4,5,delivered
O_1663,pending,8143,Product_4,4,pending
O_1664,pending,2947,Product_13,6,pending
O_1665,shipped,5011,Product_2,8,shipped
O_1666,shipped,9180,Product_1,5,shipped
O_1667,pending,9761,Product_17,10,pending
O_1668,delivered,8498,Product_4,5,delivered
O_1669,delivered,6575,Product_11,7,delivered
O_1670,shipped,4667,Product_19,1,shipped
O_1671,pending,3710,Product_20,3,pending
O_1672,delivered,9692,Product_19,10,delivered
O_1673,shipped,4985,Product_12,10,shipped
O_1674,delivered,1132,Product_11,5,delivered
O_1675,delivered,5527,Product_11,3,delivered
O_1676,shipped,8284,Product_1,10,shipped
O_1677,shipped,4684,Product_15,5,shipped
O_1678,delivered,7780,Product_8,8,delivered
O_1679,pending,9341,Product_18,7,pending
O_1680,delivered,5108,Product_14,1,delivered
O_1681,delivered,1133,Product_8,1,delivered
O_1682,shipped,4238,Product_18,8,shipped
O_1683,pending,1800,Product_20,6,pending
O_1684,delivered,2150,Product_10,4,delivered
O_1685,delivered,5958,Product_18,7,delivered
O_1686,pending,5434,Product_18,4,pending
O_1687,pending,7845,Product_15,9,pending
O_1688,shipped,8916,Product_9,10,shipped
O_1689,pending,1004,Product_11,5,pending
O_1690,shipped,1703,Product_16,1,shipped
O_1691,pending,8799,Product_8,4,pending
O_1692,delivered,1721,Product_20,4,delivered
O_1693,pending,9386,Product_4,2,pending
O_1694,shipped,7184,Product_14,1,shipped
O_1695,delivered,9046,Product_14,7,delivered
O_1696,shipped,8346,Product_13,6,shipped
O_1697,delivered,3665,Product_4,4,delivered
O_1698,shipped,5267,Product_1,4,shipped
O_1699,delivered,7890,Product_19,6,delivered
O_1700,pending,5521,Product_15,2,pending
O_1701,delivered,3444,Product_11,3,delivered
O_1702,delivered,6678,Product_14,3,delivered
O_1703,pending,4603,Product_5,4,pending
O_1704,shipped,2508,Product_6,8,shipped
O_1705,pending,9104,Product_2,3,pending
O_1706,delivered,2596,Product_5,4,delivered
O_1707,delivered,1286,Product_11,4,delivered
O_1708,delivered,2015,Product_18,3,delivered
O_1709,pending,8545,Product_10,7,pending
O_1710,pending,8073,Product_10,6,pending
O_1711,shipped,9161,Product_17,8,shipped
O_1712,delivered,6450,Product_17,2,delivered
O_1713,delivered,5767,Product_15,4,delivered
O_1714,delivered,3320,Product_17,8,delivered
O_1715,pending,3547,Product_6,2,pending
O_1716,shipped,1597,Product_20,8,shipped
O_1717,pending,7683,Product_1,4,pending
O_1718,pending,1382,Product_7,3,pending
O_1719,shipped,8735,Product_5,1,shipped
O_1720,pending,5279,Product_13,2,pending
O_1721,shipped,5134,Product_7,3,shipped
O_1722,pending,4263,Product_6,8,pending
O_1723,pending,1109,Product_3,3,pending
O_1724,shipped,9805,Product_14,6,shipped
O_1725,pending,6438,Product_3,5,pending
O_1726,shipped,9062,Product_7,3,shipped
O_1727,shipped,1905,Product_17,2,shipped
O_1728,delivered,6129,Product_8,1,delivered
O_1729,delivered,7134,Product_18,1,delivered
O_1730,delivered,5547,Product_6,8,delivered
O_1731,delivered,1403,Product_5,5,delivered
O_1732,delivered,1574,Product_5,6,delivered
O_1733,pending,5573,Product_16,7,pending
O_1734,pending,8807,Product_15,7,pending
O_1735,pending,5472,Product_18,6,pending
O_1736,shipped,1471,Product_3,10,shipped
O_1737,shipped,1902,Product_19,10,shipped
O_1738,delivered,2628,Product_19,5,delivered
O_1739,delivered,7683,Product_18,9,delivered
O_1740,delivered,9248,Product_8,5,delivered
O_1741,pending,3513,Product_16,10,pending
O_1742,pending,7814,Product_1,7,pending
O_1743,shipped,2632,Product_17,1,shipped
O_1744,pending,5595,Product_4,8,pending
O_1745,delivered,7745,Product_20,8,delivered
O_1746,delivered,1678,Product_13,1,delivered
O_1747,delivered,5019,Product_3,9,delivered
O_1748,shipped,7683,Product_13,6,shipped
O_1749,shipped,7942,Product_10,10,shipped
O_1750,pending,9886,Product_11,3,pending
O_1751,pending,2233,Product_15,3,pending
O_1752,shipped,4852,Product_5,2,shipped
O_1753,delivered,3487,Product_20,3,delivered
O_1754,shipped,4821,Product_9,3,shipped
O_1755,shipped,4342,Product_17,6,shipped
O_1756,shipped,1857,Product_2,6,shipped
O_1757,pending,5095,Product_11,10,pending
O_1758,delivered,8839,Product_8,7,delivered
O_1759,pending,1476,Product_7,3,pending
O_1760,pending,3037,Product_14,8,pending
O_1761,delivered,5069,Product_7,5,delivered
O_1762,delivered,7244,Product_1,5,delivered
O_1763,shipped,9463,Product_7,7,shipped
O_1764,delivered,4838,Product_13,6,delivered
O_1765,shipped,2721,Product_19,5,shipped
O_1766,shipped,7675,Product_1,5,shipped
O_1767,shipped,7483,Product_16,10,shipped
O_1768,delivered,2523,Product_6,8,delivered
O_1769,pending,4306,Product_8,3,pending
O_1770,delivered,5439,Product_15,7,delivered
O_1771,pending,2335,Product_16,8,pending
O_1772,shipped,9297,Product_13,6,shipped
O_1773,delivered,8518,Product_6,4,delivered
O_1774,delivered,1372,Product_4,3,delivered
O_1775,pending,4797,Product_10,7,pending
O_1776,pending,1411,Product_15,10,pending
O_1777,delivered,3985,Product_7,10,delivered
O_1778,pending,7655,Product_11,2,pending
O_1779,shipped,8243,Product_20,10,shipped
O_1780,pending,2144,Product_19,7,pending
O_1781,shipped,9783,Product_4,3,shipped
O_1782,shipped,4391,Product_17,7,shipped
O_1783,shipped,9847,Product_12,4,shipped
O_1784,shipped,2656,Product_7,1,shipped
O_1785,pending,9139,Product_12,3,pending
O_1786,pending,3056,Product_16,1,pending
O_1787,delivered,9577,Product_11,6,delivered
O_1788,delivered,6102,Product_19,5,delivered
O_1789,pending,8260,Product_7,9,pending
O_1790,delivered,5746,Product_18,5,delivered
O_1791,pending,5498,Product_15,2,pending
O_1792,shipped,1879,Product_16,4,shipped
O_1793,delivered,9105,Product_15,3,delivered
O_1794,delivered,1160,Product_3,7,delivered
O_1795,shipped,2445,Product_11,9,shipped
O_1796,delivered,2170,Product_9,2,delivered
O_1797,pending,2212,Product_3,7,pending
O_1798,shipped,1759,Product_19,5,shipped
O_1799,pending,1012,Product_19,5,pending
O_1800,shipped,4634,Product_7,9,shipped
O_1801,delivered,5975,Product_13,9,delivered
O_1802,shipped,7294,Product_7,2,shipped
O_1803,pending,7298,Product_11,2,pending
O_1804,pending,7329,Product_4,9,pending
O_1805,delivered,7777,Product_7,9,delivered
O_1806,shipped,4410,Product_19,5,shipped
O_1807,delivered,2726,Product_20,8,delivered
O_1808,pending,3764,Product_15,7,pending
O_1809,shipped,9730,Product_19,3,shipped
O_1810,delivered,9931,Product_4,4,delivered
O_1811,delivered,3713,Product_20,2,delivered
O_1812,delivered,3966,Product_11,6,delivered
O_1813,delivered,7628,Product_18,3,delivered
O_1814,pending,2746,Product_20,7,pending
O_1815,pending,5159,Product_14,1,pending
O_1816,shipped,2799,Product_11,1,shipped
O_1817,shipped,9917,Product_7,5,shipped
O_1818,pending,5418,Product_19,4,pending
O_1819,shipped,7107,Product_2,5,shipped
O_1820,shipped,2516,Product_18,8,shipped
O_1821,delivered,8601,Product_13,8,delivered
O_1822,pending,6531,Product_15,7,pending
O_1823,shipped,5193,Product_19,2,shipped
O_1824,delivered,6732,Product_2,9,delivered
O_1825,shipped,8454,Product_6,10,shipped
O_1826,shipped,1712,Product_4,8,shipped
O_1827,shipped,8509,Product_14,1,shipped
O_1828,delivered,5168,Product_15,8,delivered
O_1829,shipped,3449,Product_16,8,shipped
O_1830,delivered,5339,Product_20,6,delivered
O_1831,shipped,8655,Product_4,2,shipped
O_1832,pending,3331,Product_17,6,pending
O_1833,pending,6607,Product_19,7,pending
O_1834,shipped,5063,Product_4,9,shipped
O_1835,pending,1027,Product_1,4,pending
O_1836,shipped,4197,Product_17,8,shipped
O_1837,delivered,8833,Product_2,5,delivered
O_1838,shipped,5923,Product_15,2,shipped
O_1839,delivered,6110,Product_12,9,delivered
O_1840,pending,1742,Product_20,8,pending
O_1841,shipped,8463,Product_9,3,shipped
O_1842,shipped,8471,Product_11,3,shipped
O_1843,delivered,7236,Product_14,5,delivered
O_1844,shipped,2061,Product_12,10,shipped
O_1845,delivered,3757,Product_13,3,delivered
O_1846,pending,7164,Product_14,3,pending
O_1847,delivered,7072,Product_20,6,delivered
O_1848,shipped,7214,Product_12,1,shipped
O_1849,delivered,9255,Product_1,7,delivered
O_1850,pending,3892,Product_14,10,pending
O_1851,pending,4989,Product_20,7,pending
O_1852,shipped,2461,Product_6,6,shipped
O_1853,pending,8456,Product_15,1,pending
O_1854,delivered,5287,Product_5,10,delivered
O_1855,pending,6140,Product_16,1,pending
O_1856,shipped,1412,Product_16,5,shipped
O_1857,shipped,2351,Product_12,8,shipped
O_1858,shipped,4617,Product_9,10,shipped
O_1859,pending,3963,Product_4,5,pending
O_1860,pending,7880,Product_18,5,pending
O_1861,pending,6602,Product_3,9,pending
O_1862,pending,5639,Product_20,9,pending
O_1863,pending,3711,Product_1,8,pending
O_1864,delivered,4138,Product_11,5,delivered
O_1865,pending,1720,Product_16,10,pending
O_1866,shipped,1465,Product_15,5,shipped
O_1867,delivered,9591,Product_3,4,delivered
O_1868,pending,1512,Product_10,5,pending
O_1869,delivered,6042,Product_7,2,delivered
O_1870,shipped,9983,Product_9,3,shipped
O_1871,shipped,3385,Product_17,10,shipped
O_1872,pending,9099,Product_16,2,pending
O_1873,shipped,5645,Product_19,8,shipped
O_1874,delivered,5110,Product_14,1,delivered
O_1875,pending,9646,Product_7,5,pending
O_1876,delivered,4635,Product_4,9,delivered
O_1877,pending,8366,Product_5,4,pending
O_1878,pending,9527,Product_15,4,pending
O_1879,pending,2135,Product_2,3,pending
O_1880,shipped,4184,Product_14,6,shipped
O_1881,delivered,1929,Product_17,9,delivered
O_1882,pending,2308,Product_11,8,pending
O_1883,pending,4640,Product_2,7,pending
O_1884,pending,5085,Product_19,4,pending
O_1885,pending,5172,Product_3,8,pending
O_1886,delivered,8124,Product_5,3,delivered
O_1887,pending,3023,Product_8,10,pending
O_1888,shipped,8699,Product_17,8,shipped
O_1889,pending,8682,Product_13,3,pending
O_1890,shipped,9850,Product_13,5,shipped
O_1891,shipped,2561,Product_16,9,shipped
O_1892,delivered,1824,Product_2,4,delivered
O_1893,delivered,1242,Product_1,3,delivered
O_1894,delivered,3934,Product_7,4,delivered
O_1895,pending,1503,Product_8,7,pending
O_1896,shipped,5505,Product_20,6,shipped
O_1897,shipped,1472,Product_9,5,shipped
O_1898,shipped,7859,Product_2,9,shipped
O_1899,shipped,1776,Product_13,1,shipped
O_1900,pending,3909,Product_9,5,pending
O_1901,shipped,3647,Product_14,8,shipped
O_1902,pending,4500,Product_4,5,pending
O_1903,shipped,1668,Product_3,5,shipped
O_1904,delivered,7670,Product_1,8,delivered
O_1905,shipped,1445,Product_19,6,shipped
O_1906,delivered,3908,Product_17,10,delivered
O_1907,pending,9116,Product_19,6,pending
O_1908,shipped,4207,Product_20,7,shipped
O_1909,delivered,5153,Product_2,2,delivered
O_1910,delivered,8275,Product_12,8,delivered
O_1911,delivered,9040,Product_11,8,delivered
O_1912,shipped,3460,Product_8,10,shipped
O_1913,shipped,4567,Product_8,5,shipped
O_1914,shipped,1345,Product_19,1,shipped
O_1915,pending,3075,Product_11,4,pending
O_1916,shipped,5003,Product_7,9,shipped
O_1917,pending,1714,Product_12,5,pending
O_1918,pending,5084,Product_7,1,pending
O_1919,shipped,1566,Product_10,9,shipped
O_1920,pending,1137,Product_13,6,pending
O_1921,pending,6790,Product_12,6,pending
O_1922,delivered,7265,Product_18,7,delivered
O_1923,shipped,8657,Product_10,7,shipped
O_1924,pending,8256,Product_11,6,pending
O_1925,delivered,9828,Product_17,7,delivered
O_1926,shipped,5726,Product_17,2,shipped
O_1927,pending,6521,Product_4,2,pending
O_1928,pending,1454,Product_3,7,pending
O_1929,delivered,1921,Product_14,6,delivered
O_1930,shipped,8376,Product_19,3,shipped
O_1931,pending,2374,Product_10,6,pending
O_1932,delivered,1910,Product_15,3,delivered
O_1933,shipped,4941,Product_9,4,shipped
O_1934,pending,8275,Product_9,9,pending
O_1935,pending,7879,Product_2,6,pending
O_1936,pending,2759,Product_20,3,pending
O_1937,pending,1487,Product_20,6,pending
O_1938,delivered,6104,Product_4,2,delivered
O_1939,shipped,6652,Product_6,2,shipped
O_1940,delivered,7073,Product_12,4,delivered
O_1941,shipped,2206,Product_1,7,shipped
O_1942,pending,6537,Product_15,5,pending
O_1943,pending,4281,Product_9,6,pending
O_1944,delivered,3866,Product_9,2,delivered
O_1945,shipped,7506,Product_16,9,shipped
O_1946,pending,8667,Product_8,5,pending
O_1947,delivered,4620,Product_15,6,delivered
O_1948,shipped,2764,Product_18,7,shipped
O_1949,delivered,6611,Product_5,4,delivered
O_1950,pending,3446,Product_9,2,pending
O_1951,shipped,1892,Product_20,3,shipped
O_1952,delivered,6481,Product_13,1,delivered
O_1953,shipped,7761,Product_20,5,shipped
O_1954,pending,7604,Product_13,8,pending
O_1955,shipped,6717,Product_14,1,shipped
O_1956,delivered,9367,Product_14,10,delivered
O_1957,shipped,7955,Product_2,1,shipped
O_1958,delivered,1956,Product_6,2,delivered
O_1959,delivered,9116,Product_12,1,delivered
O_1960,delivered,6134,Product_11,10,delivered
O_1961,shipped,8154,Product_11,3,shipped
O_1962,shipped,8857,Product_11,5,shipped
O_1963,delivered,7013,Product_5,7,delivered
O_1964,pending,5722,Product_3,6,pending
O_1965,delivered,3254,Product_10,8,delivered
O_1966,delivered,2931,Product_17,6,delivered
O_1967,delivered,7937,Product_14,4,delivered
O_1968,delivered,3128,Product_1,6,delivered
O_1969,pending,1110,Product_18,6,pending
O_1970,shipped,7973,Product_15,7,shipped
O_1971,shipped,7069,Product_14,4,shipped
O_1972,delivered,7566,Product_10,2,delivered
O_1973,delivered,3115,Product_13,6,delivered
O_1974,pending,8692,Product_13,8,pending
O_1975,delivered,5018,Product_12,5,delivered
O_1976,delivered,3644,Product_1,6,delivered
O_1977,pending,8741,Product_1,7,pending
O_1978,pending,7235,Product_13,9,pending
O_1979,delivered,9972,Product_16,9,delivered
O_1980,shipped,8575,Product_10,6,shipped
O_1981,pending,4826,Product_7,5,pending
O_1982,shipped,5889,Product_6,9,shipped
O_1983,shipped,4685,Product_19,6,shipped
O_1984,pending,5202,Product_4,4,pending
O_1985,delivered,1360,Product_18,10,delivered
O_1986,shipped,5525,Product_1,2,shipped
O_1987,pending,8254,Product_9,6,pending
O_1988,shipped,2093,Product_15,2,shipped
O_1989,shipped,2156,Product_16,3,shipped
O_1990,delivered,5701,Product_20,3,delivered
O_1991,delivered,2104,Product_5,9,delivered
O_1992,pending,7316,Product_16,4,pending
O_1993,delivered,6822,Product_14,8,delivered
O_1994,shipped,3294,Product_18,8,shipped
O_1995,delivered,4590,Product_4,8,delivered
O_1996,pending,6643,Product_20,6,pending
O_1997,pending,4188,Product_12,8,pending
O_1998,delivered,9040,Product_15,5,delivered
O_1999,shipped,8508,Product_4,2,shipped
O_2000,pending,6830,Product_7,3,pending
O_2001,delivered,7280,Product_17,4,delivered
O_2002,delivered,3809,Product_3,7,delivered
O_2003,delivered,1284,Product_3,10,delivered
O_2004,pending,4297,Product_9,6,pending
O_2005,shipped,9399,Product_4,7,shipped
O_2006,pending,9119,Product_15,8,pending
O_2007,delivered,2457,Product_10,9,delivered
O_2008,delivered,4687,Product_6,3,delivered
O_2009,delivered,5280,Product_18,10,delivered
O_2010,shipped,3859,Product_1,8,shipped
O_2011,shipped,5397,Product_5,8,shipped
O_2012,shipped,2090,Product_16,8,shipped
O_2013,shipped,1248,Product_17,5,shipped
O_2014,pending,8794,Product_6,7,pending
O_2015,delivered,3847,Product_11,9,delivered
O_2016,pending,6446,Product_18,2,pending
O_2017,pending,6184,Product_5,7,pending
O_2018,shipped,6522,Product_17,10,shipped
O_2019,pending,9005,Product_20,7,pending
O_2020,shipped,8574,Product_19,2,shipped
O_2021,shipped,4262,Product_17,4,shipped
O_2022,shipped,3609,Product_12,9,shipped
O_2023,pending,4283,Product_5,8,pending
O_2024,delivered,1556,Product_6,4,delivered
O_2025,shipped,4037,Product_13,9,shipped
O_2026,pending,2043,Product_10,4,pending
O_2027,delivered,2790,Product_6,5,delivered
O_2028,shipped,7125,Product_1,5,shipped
O_2029,shipped,6810,Product_16,9,shipped
O_2030,pending,9447,Product_15,2,pending
O_2031,pending,9138,Product_11,5,pending
O_2032,shipped,9813,Product_7,10,shipped
O_2033,pending,9372,Product_20,5,pending
O_2034,pending,7776,Product_17,9,pending
O_2035,delivered,5940,Product_2,8,delivered
O_2036,delivered,5562,Product_5,7,delivered
O_2037,delivered,9245,Product_8,8,delivered
O_2038,shipped,2890,Product_20,2,shipped
O_2039,pending,8369,Product_1,8,pending
O_2040,delivered,9843,Product_3,3,delivered
O_2041,shipped,6293,Product_13,9,shipped
O_2042,delivered,7683,Product_20,5,delivered
O_2043,shipped,4004,Product_7,9,shipped
O_2044,pending,4778,Product_11,3,pending
O_2045,shipped,3543,Product_3,5,shipped
O_2046,shipped,8861,Product_1,2,shipped
O_2047,shipped,8816,Product_17,9,shipped
O_2048,delivered,4463,Product_11,10,delivered
O_2049,delivered,9439,Product_5,5,delivered
O_2050,delivered,1987,Product_1,1,delivered
O_2051,shipped,5161,Product_5,4,shipped
O_2052,delivered,3383,Product_4,10,delivered
O_2053,pending,6017,Product_1,7,pending
O_2054,pending,7705,Product_13,7,pending
O_2055,shipped,2862,Product_3,9,shipped
O_2056,pending,4517,Product_10,2,pending
O_2057,pending,4213,Product_8,4,pending
O_2058,pending,8080,Product_16,2,pending
O_2059,pending,8255,Product_8,2,pending
O_2060,delivered,5712,Product_2,3,delivered
O_2061,shipped,3490,Product_5,3,shipped
O_2062,pending,3284,Product_6,9,pending
O_2063,pending,1925,Product_20,8,pending
O_2064,shipped,2692,Product_17,3,shipped
O_2065,shipped,2275,Product_9,1,shipped
O_2066,shipped,1423,Product_20,7,shipped
O_2067,shipped,6533,Product_13,6,shipped
O_2068,delivered,3477,Product_1,1,delivered
O_2069,delivered,2215,Product_12,4,delivered
O_2070,pending,6096,Product_7,8,pending
O_2071,shipped,4149,Product_13,7,shipped
O_2072,shipped,9479,Product_17,6,shipped
O_2073,delivered,2158,Product_16,9,delivered
O_2074,shipped,6969,Product_7,7,shipped
O_2075,pending,3674,Product_1,6,pending
O_2076,shipped,6026,Product_20,1,shipped
O_2077,delivered,9021,Product_17,8,delivered
O_2078,delivered,9041,Product_8,4,delivered
O_2079,shipped,9158,Product_9,8,shipped
O_2080,pending,5584,Product_20,5,pending
O_2081,pending,8690,Product_15,7,pending
O_2082,pending,7760,Product_13,2,pending
O_2083,pending,3627,Product_6,3,pending
O_2084,pending,1206,Product_17,7,pending
O_2085,pending,4197,Product_5,2,pending
O_2086,pending,7750,Product_3,9,pending
O_2087,shipped,9723,Product_14,8,shipped
O_2088,pending,1851,Product_1,6,pending
O_2089,shipped,1015,Product_19,4,shipped
O_2090,pending,7387,Product_8,2,pending
O_2091,delivered,3568,Product_7,8,delivered
O_2092,shipped,9765,Product_2,6,shipped
O_2093,shipped,5533,Product_7,10,shipped
O_2094,shipped,5610,Product_5,1,shipped
O_2095,pending,6493,Product_10,7,pending
O_2096,shipped,8617,Product_1,5,shipped
O_2097,shipped,9093,Product_2,6,shipped
O_2098,pending,1119,Product_11,9,pending
O_2099,shipped,4502,Product_13,1,shipped
O_2100,delivered,1762,Product_5,10,delivered
O_2101,pending,2829,Product_15,2,pending
O_2102,pending,9780,Product_16,9,pending
O_2103,shipped,5249,Product_11,7,shipped
O_2104,pending,4768,Product_13,9,pending
O_2105,shipped,9691,Product_3,1,shipped
O_2106,delivered,7885,Product_18,6,delivered
O_2107,shipped,4466,Product_4,1,shipped
O_2108,delivered,6529,Product_17,5,delivered
O_2109,shipped,1444,Product_19,6,shipped
O_2110,shipped,7009,Product_9,2,shipped
O_2111,delivered,3220,Product_3,8,delivered
O_2112,shipped,4062,Product_1,1,shipped
O_2113,delivered,2521,Product_17,3,delivered
O_2114,shipped,3307,Product_7,2,shipped
O_2115,pending,5958,Product_2,5,pending
O_2116,pending,8601,Product_12,6,pending
O_2117,pending,3030,Product_15,8,pending
O_2118,delivered,5719,Product_11,2,delivered
O_2119,pending,5326,Product_20,4,pending
O_2120,delivered,8638,Product_17,6,delivered
O_2121,shipped,6819,Product_6,4,shipped
O_2122,shipped,1894,Product_20,5,shipped
O_2123,shipped,4588,Product_20,8,shipped
O_2124,shipped,1893,Product_14,3,shipped
O_2125,delivered,6019,Product_4,4,delivered
O_2126,shipped,3726,Product_8,9,shipped
O_2127,shipped,4529,Product_16,3,shipped
O_2128,shipped,3353,Product_16,10,shipped
O_2129,shipped,4090,Product_10,4,shipped
O_2130,delivered,8098,Product_13,5,delivered
O_2131,pending,3084,Product_8,3,pending
O_2132,delivered,2386,Product_19,7,delivered
O_2133,pending,4223,Product_7,5,pending
O_2134,shipped,2295,Product_13,5,shipped
O_2135,pending,2359,Product_20,4,pending
O_2136,shipped,3383,Product_20,6,shipped
O_2137,shipped,9838,Product_4,9,shipped
O_2138,shipped,7365,Product_8,5,shipped
O_2139,pending,7560,Product_14,1,pending
O_2140,pending,3363,Product_3,1,pending
O_2141,delivered,6886,Product_17,6,delivered
O_2142,delivered,6034,Product_7,9,delivered
O_2143,pending,4005,Product_3,3,pending
O_2144,shipped,9334,Product_19,7,shipped
O_2145,delivered,6720,Product_10,9,delivered
O_2146,shipped,7773,Product_10,4,shipped
O_2147,shipped,5507,Product_7,4,shipped
O_2148,delivered,9755,Product_4,10,delivered
O_2149,pending,9553,Product_20,5,pending
O_2150,shipped,3352,Product_19,8,shipped
O_2151,shipped,4555,Product_17,9,shipped
O_2152,delivered,1997,Product_3,3,delivered
O_2153,pending,7819,Product_16,8,pending
O_2154,shipped,3933,Product_4,3,shipped
O_2155,pending,2008,Product_3,9,pending
O_2156,shipped,3631,Product_9,8,shipped
O_2157,shipped,6273,Product_20,9,shipped
O_2158,delivered,7242,Product_14,2,delivered
O_2159,delivered,3283,Product_11,5,delivered
O_2160,pending,5387,Product_8,5,pending
O_2161,delivered,7185,Product_10,1,delivered
O_2162,delivered,2477,Product_7,6,delivered
O_2163,delivered,4226,Product_20,10,delivered
O_2164,pending,4009,Product_5,3,pending
O_2165,pending,1256,Product_15,1,pending
O_2166,pending,7373,Product_10,7,pending
O_2167,delivered,8937,Product_3,5,delivered
O_2168,pending,1442,Product_16,9,pending
O_2169,pending,4068,Product_8,6,pending
O_2170,pending,4095,Product_8,10,pending
O_2171,pending,1619,Product_9,6,pending
O_2172,delivered,8498,Product_14,3,delivered
O_2173,pending,7202,Product_13,4,pending
O_2174,shipped,1271,Product_6,8,shipped
O_2175,pending,1790,Product_18,2,pending
O_2176,delivered,9562,Product_4,2,delivered
O_2177,shipped,7433,Product_6,6,shipped
O_2178,delivered,6632,Product_19,2,delivered
O_2179,delivered,7082,Product_8,6,delivered
O_2180,shipped,4959,Product_12,4,shipped
O_2181,shipped,6919,Product_6,7,shipped
O_2182,delivered,9481,Product_16,6,delivered
O_2183,delivered,8517,Product_18,6,delivered
O_2184,pending,2972,Product_3,4,pending
O_2185,delivered,1441,Product_16,2,delivered
O_2186,delivered,7452,Product_7,1,delivered
O_2187,shipped,9936,Product_7,1,shipped
O_2188,delivered,5872,Product_15,4,delivered
O_2189,delivered,9991,Product_8,8,delivered
O_2190,shipped,8511,Product_18,8,shipped
O_2191,shipped,4011,Product_12,9,shipped
O_2192,delivered,4400,Product_1,3,delivered
O_2193,delivered,7972,Product_8,6,delivered
O_2194,shipped,3003,Product_18,5,shipped
O_2195,shipped,1546,Product_3,10,shipped
O_2196,shipped,5278,Product_10,1,shipped
O_2197,shipped,9497,Product_3,1,shipped
O_2198,pending,7420,Product_6,9,pending
O_2199,delivered,3824,Product_2,5,delivered
O_2200,delivered,5309,Product_17,10,delivered
O_2201,delivered,5717,Product_4,1,delivered
O_2202,pending,3899,Product_3,4,pending
O_2203,pending,9523,Product_19,10,pending
O_2204,delivered,7172,Product_11,5,delivered
O_2205,shipped,8296,Product_19,9,shipped
O_2206,pending,8826,Product_1,9,pending
O_2207,pending,9317,Product_18,5,pending
O_2208,shipped,8030,Product_6,4,shipped
O_2209,pending,2616,Product_19,7,pending
O_2210,delivered,4025,Product_7,4,delivered
O_2211,shipped,2852,Product_20,6,shipped
O_2212,pending,9127,Product_17,10,pending
O_2213,delivered,6714,Product_12,6,delivered
O_2214,pending,2852,Product_17,5,pending
O_2215,delivered,6078,Product_17,8,delivered
O_2216,delivered,4849,Product_3,3,delivered
O_2217,shipped,5774,Product_12,7,shipped
O_2218,shipped,4523,Product_18,5,shipped
O_2219,delivered,7207,Product_3,3,delivered
O_2220,pending,6751,Product_18,5,pending
O_2221,delivered,6156,Product_4,6,delivered
O_2222,shipped,3539,Product_8,3,shipped
O_2223,shipped,2414,Product_19,5,shipped
O_2224,pending,6646,Product_2,6,pending
O_2225,shipped,6060,Product_9,7,shipped
O_2226,delivered,5517,Product_17,3,delivered
O_2227,pending,7348,Product_19,7,pending
O_2228,shipped,5462,Product_11,9,shipped
O_2229,shipped,5652,Product_9,9,shipped
O_2230,shipped,9931,Product_16,9,shipped
O_2231,delivered,1926,Product_8,9,delivered
O_2232,pending,4781,Product_18,6,pending
O_2233,delivered,3742,Product_1,5,delivered
O_2234,pending,6803,Product_18,5,pending
O_2235,shipped,1937,Product_11,8,shipped
O_2236,shipped,5898,Product_19,6,shipped
O_2237,shipped,9910,Product_2,1,shipped
O_2238,shipped,6108,Product_11,3,shipped
O_2239,delivered,5252,Product_13,10,delivered
O_2240,pending,8654,Product_1,8,pending
